"site.no","station.name","LATITUDE","LONGITUDE","owner","last.date","rtd","median","anom","perc","perc.anom","curr.dec"
"9106","GOSNELLS CITY",-32.0503,115.9819,"BOM",2021-05-18,51,30.7,20.3,166.1,66.1,7
"9111","KARNET",-32.4397,116.075,"BOM",2021-05-18,58.9,49.25,9.65,119.6,19.6,6
"9113","ROLEYSTONE",-32.1117,116.0942,"BOM",2021-05-18,33.5,39.35,-5.85,85.1,-14.9,5
"9114","LANCELIN",-31.0175,115.3289,"BOM",2021-05-18,40.4,28.15,12.25,143.5,43.5,7
"9131","JURIEN",-30.3033,115.0367,"BOM",2021-05-18,36.2,31.2,5,116,16,6
"9172","JANDAKOT AERO",-32.1017,115.8781,"BOM",2021-05-18,42.8,31.2,11.6,137.2,37.2,7
"9178","GINGIN AERO",-31.4636,115.8625,"BOM",2021-05-18,28.4,29.35,-0.949999999999999,96.8,-3.2,5
"9194","MEDINA RESEARCH CENTRE",-32.2222,115.8067,"BOM",2021-05-18,27,38.05,-11.05,71,-29,4
"9225","PERTH METRO",-31.92,115.8714,"BOM",2021-05-18,62.2,30.55,31.65,203.6,103.6,8
"9240","BICKLEY",-32.0083,116.1347,"BOM",2021-05-18,77.6,42.3,35.3,183.5,83.5,8
"9500","ALBANY",-35.0097,117.8836,"BOM",2021-05-18,45.8,39,6.8,117.4,17.4,7
"9503","BOYANUP POST OFFICE",-33.4839,115.7267,"BOM",2021-05-18,70.8,42.85,27.95,165.2,65.2,8
"9504","BOYUP BROOK",-33.8333,116.3883,"BOM",2021-05-18,35.3,32.4,2.9,109,9,6
"9505","BALINGUP POST OFFICE",-33.7875,115.98,"BOM",2021-05-18,44.9,47.3,-2.4,94.9,-5.1,5
"9507","BANNISTER",-32.6842,116.5181,"BOM",2021-05-18,19.4,25.5,-6.1,76.1,-23.9,5
"9510","BRIDGETOWN POST OFFICE",-33.9578,116.1367,"BOM",2021-05-18,26.4,40.15,-13.75,65.8,-34.2,4
"9515","BUSSELTON SHIRE",-33.6622,115.3439,"BOM",2021-05-18,43.6,32.75,10.85,133.1,33.1,6
"9516","CAPEL POST OFFICE",-33.5561,115.5592,"BOM",2021-05-18,63.5,38.9,24.6,163.2,63.2,7
"9518","CAPE LEEUWIN",-34.3742,115.1344,"BOM",2021-05-18,71.2,46.1,25.1,154.4,54.4,7
"9519","CAPE NATURALISTE",-33.5381,115.0183,"BOM",2021-05-18,53,42.25,10.75,125.4,25.4,7
"9521","CARMENDALE",-34.735,117.7217,"BOM",2021-05-18,56.8,29.6,27.2,191.9,91.9,9
"9527","TULLOKE",-33.3983,115.7822,"BOM",2021-05-18,79.2,42.6,36.6,185.9,85.9,8
"9531","DENMARK POST OFFICE",-34.9633,117.3536,"BOM",2021-05-18,19.5,48.95,-29.45,39.8,-60.2,1
"9534","DONNYBROOK",-33.5731,115.8233,"BOM",2021-05-18,78.9,52.6,26.3,150,50,8
"9538","DWELLINGUP FORESTRY",-32.7111,116.0575,"BOM",2021-05-18,60.2,56,4.2,107.5,7.5,6
"9542","ESPERANCE AERO",-33.6856,121.8281,"BOM",2021-05-18,45.6,30.7,14.9,148.5,48.5,8
"9545","FERGUSON",-33.4356,115.8433,"BOM",2021-05-18,82.2,40.15,42.05,204.7,104.7,8
"9547","FOREST GROVE",-34.0725,115.0972,"BOM",2021-05-18,40.2,65.5,-25.3,61.4,-38.6,3
"9552","GREENBUSHES",-33.8411,116.0561,"BOM",2021-05-18,50,42.95,7.05,116.4,16.4,6
"9557","HOPETOUN POST OFFICE",-33.9511,120.1247,"BOM",2021-05-18,49.9,21.85,28.05,228.4,128.4,9
"9561","KENDENUP POST OFFICE",-34.4886,117.6264,"BOM",2021-05-18,23.2,24.9,-1.7,93.2,-6.8,5
"9565","KOJANEERUP",-34.5319,118.2781,"BOM",2021-05-18,89.9,21.75,68.15,413.3,313.3,10
"9573","MANJIMUP",-34.2556,116.1428,"BOM",2021-05-18,17.6,46.3,-28.7,38,-62,2
"9574","MARGARET RIVER POST OFFICE",-33.9525,115.0747,"BOM",2021-05-18,74.5,54.5,20,136.7,36.7,7
"9575","MARRADONG",-32.8567,116.44,"BOM",2021-05-18,17.5,33.6,-16.1,52.1,-47.9,3
"9581","MOUNT BARKER",-34.6256,117.6344,"BOM",2021-05-18,27.5,27.4,0.100000000000001,100.4,0.4,6
"9584","MYRUP",-33.7433,121.9933,"BOM",2021-05-18,38.8,31.15,7.65,124.6,24.6,6
"9585","NANNUP",-33.9778,115.7642,"BOM",2021-05-18,31.8,41.9,-10.1,75.9,-24.1,4
"9587","NEWBICUP",-33.9981,116.4231,"BOM",2021-05-18,26.8,30.35,-3.55,88.3,-11.7,5
"9589","NORNALUP",-34.9986,116.8314,"BOM",2021-05-18,101.9,65.05,36.85,156.6,56.6,9
"9590","NORTHCLIFFE",-34.6353,116.1253,"BOM",2021-05-18,39.8,67.15,-27.35,59.3,-40.7,3
"9592","PEMBERTON",-34.4494,116.0428,"BOM",2021-05-18,26.5,65.8,-39.3,40.3,-59.7,1
"9594","PEPPERMINT GROVE",-34.4361,119.3619,"BOM",2021-05-18,51.7,34,17.7,152.1,52.1,8
"9596","PINJARRA",-32.6278,115.8733,"BOM",2021-05-18,14.1,40.35,-26.25,34.9,-65.1,2
"9599","BARRETT MEADOWS",-34.9808,117.6303,"BOM",2021-05-18,61.8,48.8,13,126.6,26.6,8
"9600","ROSA BROOK",-33.9519,115.19,"BOM",2021-05-18,61,58,3,105.2,5.2,6
"9603","BUSSELTON AERO",-33.6872,115.3994,"BOM",2021-05-18,40.2,39.1,1.09999999999999,102.8,2.8,6
"9607","WHITE GUMS",-34.5486,117.9283,"BOM",2021-05-18,30.4,17.7,12.7,171.8,71.8,8
"9611","WALPOLE",-34.9772,116.7311,"BOM",2021-05-18,111.8,71.65,40.15,156,56,9
"9613","WARNER GLEN",-34.1447,115.2244,"BOM",2021-05-18,68.7,52.5,16.2,130.9,30.9,7
"9614","WAROONA POST OFFICE",-32.8458,115.92,"BOM",2021-05-18,36.2,45.65,-9.45,79.3,-20.7,4
"9616","WESTBOURNE",-34.0928,116.6603,"BOM",2021-05-18,31.9,33.2,-1.3,96.1,-3.9,5
"9617","BRIDGETOWN",-33.9497,116.1278,"BOM",2021-05-18,28.3,40.25,-11.95,70.3,-29.7,4
"9622","WOODPERRY",-33.6244,115.9339,"BOM",2021-05-18,93.8,45.9,47.9,204.4,104.4,9
"9626","PLEASANT VALLEY",-33.7125,121.5597,"BOM",2021-05-18,35.4,23.2,12.2,152.6,52.6,8
"9628","COLLIE",-33.3617,116.1456,"BOM",2021-05-18,40.1,39.6,0.5,101.3,1.3,6
"9631","ESPERANCE DOWNS RESEARCH STN",-33.6058,121.7825,"BOM",2021-05-18,40.7,23.75,16.95,171.4,71.4,8
"9633","TAMAR",-34.8633,118.1106,"BOM",2021-05-18,93.9,33.1,60.8,283.7,183.7,10
"9635","FRANKLAND POST OFFICE",-34.365,117.0825,"BOM",2021-05-18,17.8,27.7,-9.9,64.3,-35.7,4
"9636","COWARAMUP",-33.8269,115.0719,"BOM",2021-05-18,77.6,61.2,16.4,126.8,26.8,7
"9642","WOKALUP",-33.1319,115.8806,"BOM",2021-05-18,33,43.9,-10.9,75.2,-24.8,4
"9654","BREMER BAY",-34.4003,119.3758,"BOM",2021-05-18,50.7,32.7,18,155,55,8
"9657","ROELANDS",-33.2972,115.7769,"BOM",2021-05-18,77.8,46.15,31.65,168.6,68.6,9
"9673","BOKERUP",-34.2519,116.8753,"BOM",2021-05-18,24.8,26.4,-1.6,93.9,-6.1,5
"9680","PORONGORUP",-34.6733,117.9,"BOM",2021-05-18,53.9,28.6,25.3,188.5,88.5,9
"9738","MUJA POWER STATION",-33.4489,116.3069,"BOM",2021-05-18,41.7,28.3,13.4,147.3,47.3,7
"9739","WELCOME DOWNS",-33.6528,122.3097,"BOM",2021-05-18,32.7,25.5,7.2,128.2,28.2,8
"9741","ALBANY AIRPORT",-34.9431,117.8008,"BOM",2021-05-18,77.9,34.75,43.15,224.2,124.2,10
"9746","WITCHCLIFFE",-34.0292,115.1028,"BOM",2021-05-18,35.5,62.5,-27,56.8,-43.2,3
"9752","DENBARKER",-34.7247,117.3478,"BOM",2021-05-18,53.6,34.7,18.9,154.5,54.5,8
"9754","METTLER",-34.5975,118.5506,"BOM",2021-05-18,80.4,25.05,55.35,321,221,10
"9769","CULFORD",-32.5731,116.4333,"BOM",2021-05-18,23.8,26.9,-3.1,88.5,-11.5,5
"9771","YOONGARILLUP",-33.7428,115.4683,"BOM",2021-05-18,38.9,41.2,-2.3,94.4,-5.6,5
"9772","ERINAIR",-33.7619,121.2153,"BOM",2021-05-18,40.8,27.5,13.3,148.4,48.4,8
"9784","KIMBERLEY",-34.9331,117.1589,"BOM",2021-05-18,56.6,54.9,1.7,103.1,3.1,7
"9789","ESPERANCE",-33.8308,121.8908,"BOM",2021-05-18,43.6,30.5,13.1,143,43,7
"9803","CHAPMAN HILL",-33.7842,115.3433,"BOM",2021-05-18,55.6,40.5,15.1,137.3,37.3,7
"9813","MOUNT HOWICK",-33.7306,122.7542,"BOM",2021-05-18,28.7,26.8,1.9,107.1,7.1,6
"9829","TALLANGATTA",-33.8911,120.3244,"BOM",2021-05-18,45.6,20.65,24.95,220.8,120.8,9
"9835","BALINGDALE",-34.4042,118.9681,"BOM",2021-05-18,52,23,29,226.1,126.1,9
"9842","JARRAHWOOD",-33.7986,115.6631,"BOM",2021-05-18,20.4,53.3,-32.9,38.3,-61.7,2
"9848","WINDRUSH",-34.7733,118.1303,"BOM",2021-05-18,132.9,30.55,102.35,435,335,10
"9867","LORINNA",-33.6522,122.0147,"BOM",2021-05-18,37.2,25.1,12.1,148.2,48.2,8
"9871","WINDY HARBOUR",-34.8383,116.0278,"BOM",2021-05-18,141.6,59.75,81.85,237,137,10
"9877","LUDLOW",-33.6036,115.4758,"BOM",2021-05-18,40.8,38.05,2.75,107.2,7.2,6
"9908","ONE TREE BRIDGE (HAZELMERE)",-34.2292,115.9258,"BOM",2021-05-18,26.7,54.3,-27.6,49.2,-50.8,2
"9914","VALERN",-33.3211,116.645,"BOM",2021-05-18,40.2,24.1,16.1,166.8,66.8,8
"9922","WEST LORT RIVER",-33.6494,121.1958,"BOM",2021-05-18,32.7,17.5,15.2,186.9,86.9,8
"9930","TAMARU",-34.8808,118.045,"BOM",2021-05-18,88.7,29.85,58.85,297.2,197.2,10
"9961","HOPETOUN NORTH",-33.9319,120.1264,"BOM",2021-05-18,48.2,21.75,26.45,221.6,121.6,9
"9964","ROCKY GULLY",-34.5725,117.0089,"BOM",2021-05-18,26.4,36.8,-10.4,71.7,-28.3,3
"9965","BUNBURY",-33.3578,115.6433,"BOM",2021-05-18,53.4,42.9,10.5,124.5,24.5,7
"9968","SHANNON",-34.5833,116.3444,"BOM",2021-05-18,13.5,61,-47.5,22.1,-77.9,1
"9977","MANDURAH",-32.5219,115.7119,"BOM",2021-05-18,28,37.6,-9.6,74.5,-25.5,3
"9994","COLLIE EAST",-33.3608,116.1717,"BOM",2021-05-18,38.4,42.3,-3.9,90.8,-9.2,5
"AM001","Amelup",-34.270827,118.268523,"DPIRD",2021-05-18,43.4,13.4,30,323.9,223.9,10
"AN001","Allanooka",-29.063612,114.997161,"DPIRD",2021-05-18,19,18.9,0.100000000000001,100.5,0.5,6
"BA","Badgingarra",-30.338049,115.539491,"DPIRD",2021-05-18,23.4,21.95,1.45,106.6,6.6,6
"BB001","Bindi Bindi",-30.59319,116.3527,"DPIRD",2021-05-18,15.4,17.7,-2.3,87,-13,5
"BC001","Bencubbin",-30.818056,117.864758,"DPIRD",2021-05-18,51.2,12.85,38.35,398.4,298.4,10
"BD","Mount Burdett",-33.410914,122.159201,"DPIRD",2021-05-18,24.6,22.6,2,108.8,8.8,6
"BD002","Mount Ney",-33.45305,122.45472,"DPIRD",2021-05-18,24.2,8.5,15.7,284.7,184.7,10
"BE001","Beacon",-30.4736,117.880394,"DPIRD",2021-05-18,55.8,10.95,44.85,509.6,409.6,10
"BG001","Kings Park",-31.95887,115.83821,"DPIRD",2021-05-18,38.6,30.6,8,126.1,26.1,6
"BI","Binnu",-28.051,114.69575,"DPIRD",2021-05-18,5.8,12.5,-6.7,46.4,-53.6,4
"BI002","Binnu West ",-28.014442,114.406062,"DPIRD",2021-05-18,6.2,4.4,1.8,140.9,40.9,10
"BJ","Brunswick Junction",-33.270855,115.79648,"DPIRD",2021-05-18,90.8,46.15,44.65,196.7,96.7,10
"BK001","Burakin",-30.52964,117.18067,"DPIRD",2021-05-18,26,13.7,12.3,189.8,89.8,8
"BN001","Brookton",-32.3868,117.01348,"DPIRD",2021-05-18,52.2,16.05,36.15,325.2,225.2,10
"BO001","Boyatup",-33.7599,123.124725,"DPIRD",2021-05-18,42.6,27.25,15.35,156.3,56.3,8
"BP001","Balingup",-33.7962,116.06398,"DPIRD",2021-05-18,39.2,42.85,-3.65,91.5,-8.5,5
"BR","Bonnie Rock",-30.599684,118.531384,"DPIRD",2021-05-18,31.6,11.1,20.5,284.7,184.7,9
"BR010","Broome (Skuthorpe)",-17.86165,122.4161,"DPIRD",2021-05-18,0.4,0.2,0.2,200,100,10
"BT001","Buntine West",-29.93843,116.34875,"DPIRD",2021-05-18,27,12,15,225,125,9
"BU","Mount Buraminya",-33.30968,123.07455,"DPIRD",2021-05-18,25.6,22.6,3,113.3,13.3,6
"BW001","Marradong",-32.85485,116.44993,"DPIRD",2021-05-18,20.2,34,-13.8,59.4,-40.6,4
"BX001","Bindoon",-31.398,116.101,"DPIRD",2021-05-18,39.2,31.1,8.09999999999999,126,26,7
"BY001","Bremer Bay",-34.382888,119.32666,"DPIRD",2021-05-18,82.6,31.8,50.8,259.7,159.7,10
"CA","Carnarvon 1",-24.858472,113.7168817,"DPIRD",2021-05-18,55.2,10.2,45,541.2,441.2,10
"CA001","Cascade",-33.495591,121.137904,"DPIRD",2021-05-18,36.8,16.95,19.85,217.1,117.1,8
"CD001","Cordering",-33.538306,116.606491,"DPIRD",2021-05-18,47.2,25.9,21.3,182.2,82.2,9
"CE001","Canna East",-28.849235,115.996978,"DPIRD",2021-05-18,8.2,15,-6.8,54.7,-45.3,4
"CE002","Carnamah East",-29.69999,116.14498,"DPIRD",2021-05-18,14.8,5.6,9.2,264.3,164.3,10
"CH","Chapman",-28.457779,114.776781,"DPIRD",2021-05-18,10.8,16.9,-6.1,63.9,-36.1,4
"CL001","Capel",-33.60946667,115.6406667,"DPIRD",2021-05-18,43.4,42.1,1.3,103.1,3.1,6
"CN001","Condingup",-33.752886,122.301357,"DPIRD",2021-05-18,70.2,23.7,46.5,296.2,196.2,10
"CO001","Corrigin",-32.34565,117.8078,"DPIRD",2021-05-18,62.4,11.4,51,547.4,447.4,10
"CO002","Corrigin East",-32.32285,118.0856,"DPIRD",2021-05-18,59.2,11.3,47.9,523.9,423.9,10
"CP001","Coomalbidgup",-33.74698,121.281884,"DPIRD",2021-05-18,42.4,28,14.4,151.4,51.4,8
"CP002","Cowalellup",-34.142386,118.591089,"DPIRD",2021-05-18,28.8,14.6,14.2,197.3,97.3,10
"CS002","Cascade NW",-33.33989,120.70436,"DPIRD",2021-05-18,35,16.15,18.85,216.7,116.7,9
"CS003","Cascade NE",-33.13,121.18686,"DPIRD",2021-05-18,31.2,13.4,17.8,232.8,132.8,9
"CW001","Coorow",-29.926466,115.975733,"DPIRD",2021-05-18,43.4,19.9,23.5,218.1,118.1,9
"DA","Dardanup",-33.33677,115.783505,"DPIRD",2021-05-18,82.2,46.15,36.05,178.1,78.1,9
"DA002","Dardanup 2",-33.38717,115.86655,"DPIRD",2021-05-18,111.6,40.3,71.3,276.9,176.9,10
"DB","Donnybrook",-33.550086,115.820249,"DPIRD",2021-05-18,85.2,54.6,30.6,156,56,9
"DG001","Dandaragan East ",-30.826939,115.763161,"DPIRD",2021-05-18,19.2,7.6,11.6,252.6,152.6,10
"DK001","Darkan",-33.26455,116.8262,"DPIRD",2021-05-18,29.8,17.6,12.2,169.3,69.3,8
"DM001","Denmark",-34.95226,117.370933,"DPIRD",2021-05-18,54.6,48.9,5.7,111.7,11.7,6
"DN001","Lort River",-33.504677,121.388708,"DPIRD",2021-05-18,35.8,3.8,32,942.1,842.1,10
"DP001","Dininnup",-33.800513,116.552662,"DPIRD",2021-05-18,36,31.9,4.1,112.9,12.9,6
"DR001","Dragon Rocks",-32.8497,119.038966,"DPIRD",2021-05-18,44.4,9,35.4,493.3,393.3,10
"DU001","Dumbleyung",-33.322317,117.749167,"DPIRD",2021-05-18,47,15.3,31.7,307.2,207.2,10
"DU002","Dumbleyung GRDC",-33.33905,117.784184,"DPIRD",2021-05-18,37.2,16,21.2,232.5,132.5,10
"EB","East Beverley",-32.142505,117.173785,"DPIRD",2021-05-18,79,14.9,64.1,530.2,430.2,10
"EJ001","Ejanding",-30.9932,117.1358,"DPIRD",2021-05-18,23.2,11.3,11.9,205.3,105.3,8
"EN001","Eneabba",-29.77764,115.31929,"DPIRD",2021-05-18,42.2,25.25,16.95,167.1,67.1,8
"ER","Eradu 2",-28.68825,114.974064,"DPIRD",2021-05-18,9,14.9,-5.9,60.4,-39.6,5
"ER002","Bindoo",-28.512249,115.216534,"DPIRD",2021-05-18,6,3.2,2.8,187.5,87.5,10
"ES","Esperance Downs",-33.609175,121.795591,"DPIRD",2021-05-18,43.8,25.7,18.1,170.4,70.4,9
"ES001","Erangy Springs",-28.84754,115.27215,"DPIRD",2021-05-18,5.6,12.6,-7,44.4,-55.6,3
"EW","Wickepin East",-32.743018,117.863876,"DPIRD",2021-05-18,52.6,13.8,38.8,381.2,281.2,10
"FL","Floreat Park",-31.951181,115.792334,"DPIRD",2021-05-18,37.4,29.85,7.55,125.3,25.3,6
"FR","Frankland",-34.36490058,116.9806311,"DPIRD",2021-05-18,12.2,28.3,-16.1,43.1,-56.9,2
"FR002","Frankland North ",-34.23782,117.040878,"DPIRD",2021-05-18,33.7,29,4.7,116.2,16.2,10
"GA001","Gairdner",-34.305433,119.09855,"DPIRD",2021-05-18,49.6,22.2,27.4,223.4,123.4,9
"GE001","Glen Eagle",-32.252814,116.141504,"DPIRD",2021-05-18,52.6,50,2.6,105.2,5.2,6
"GI001","Fouracres",-34.30745,115.549422,"DPIRD",2021-05-18,38.2,50.6,-12.4,75.5,-24.5,2
"GN002","Gnowangerup GRDC",-33.97145,118.01766,"DPIRD",2021-05-18,25.6,16.8,8.8,152.4,52.4,8
"GP001","Grass Patch",-33.2649722,121.5751111,"DPIRD",2021-05-18,30.6,14.45,16.15,211.8,111.8,8
"GU001","Gutha West",-29.058694,115.821458,"DPIRD",2021-05-18,8,15.9,-7.9,50.3,-49.7,4
"GW","Gingin West",-31.331817,115.603514,"DPIRD",2021-05-18,42.4,30.25,12.15,140.2,40.2,7
"HO","Mount Howick",-33.6615,122.709,"DPIRD",2021-05-18,27.4,26.25,1.15,104.4,4.4,6
"HR","Holt Rock",-32.572418,119.501014,"DPIRD",2021-05-18,57,10.8,46.2,527.8,427.8,10
"HV","Harvey",-33.062245,115.854561,"DPIRD",2021-05-18,26.2,43.9,-17.7,59.7,-40.3,3
"HY001","Hyden",-32.44397,118.8528,"DPIRD",2021-05-18,54.6,11.25,43.35,485.3,385.3,10
"JA001","Jarrahdale",-32.33423,116.07547,"DPIRD",2021-05-18,40.2,50,-9.8,80.4,-19.6,5
"JA002","Jarrahdale 2",-32.35142,116.0495,"DPIRD",2021-05-18,52.6,50.2,2.4,104.8,4.8,6
"JB001","Jurien Bay",-30.29605,115.2213,"DPIRD",2021-05-18,24.2,30.85,-6.65,78.4,-21.6,5
"JE","Jerramungup",-33.7698,118.9124,"DPIRD",2021-05-18,0,13.2,-13.2,0,-100,1
"JP001","Jerdacuttup",-33.77361,120.45667,"DPIRD",2021-05-18,48.2,15.8,32.4,305.1,205.1,10
"KA","Katanning",-33.683085,117.611931,"DPIRD",2021-05-18,35.4,15.9,19.5,222.6,122.6,9
"KA002","Katanning GRDC",-33.8125,117.5785,"DPIRD",2021-05-18,31.2,18.3,12.9,170.5,70.5,8
"KA003","Katanning NG In",-33.683424,117.582187,"DPIRD",2021-05-18,33,15.9,17.1,207.5,107.5,8
"KA004","Katanning NG Out",-33.683383,117.582009,"DPIRD",2021-05-18,38.4,15.9,22.5,241.5,141.5,9
"KARI","Karijini",-22.493556,118.47145,"DPIRD",2021-05-18,29.6,8.75,20.85,338.3,238.3,9
"KD001","Kondinin",-32.46288,118.2694,"DPIRD",2021-05-18,38.6,12.7,25.9,303.9,203.9,10
"KE001","Kellerberrin",-31.6179,117.7203,"DPIRD",2021-05-18,34.4,12,22.4,286.7,186.7,9
"KE002","Kellerberrin North",-31.32719,117.77972,"DPIRD",2021-05-18,31.6,10.95,20.65,288.6,188.6,9
"KI001","Kulin",-32.79448,118.31688,"DPIRD",2021-05-18,69.6,12.5,57.1,556.8,456.8,10
"KL","Kalannie",-30.343053,117.117319,"DPIRD",2021-05-18,18.8,12.8,6,146.9,46.9,7
"KL002","Goodlands",-30.034942,117.240167,"DPIRD",2021-05-18,29,14.7,14.3,197.3,97.3,9
"KN","Kununurra",-15.65758333,128.7152778,"DPIRD",2021-05-18,0,4.5,-4.5,0,-100,1
"KO001","Koorda",-30.828382,117.501453,"DPIRD",2021-05-18,37.8,13.7,24.1,275.9,175.9,9
"KO002","Kojaneerup South ",-34.575486,118.260501,"DPIRD",2021-05-18,53.2,18.4,34.8,289.1,189.1,10
"KP001","Newlands",-33.65428333,115.8671167,"DPIRD",2021-05-18,66.8,45.6,21.2,146.5,46.5,7
"KR001","Karridale",-34.227964,115.143141,"DPIRD",2021-05-18,48.8,52.5,-3.7,93,-7,5
"KW001","Kweda",-32.3153,117.41553,"DPIRD",2021-05-18,74.8,14.3,60.5,523.1,423.1,10
"LA001","Latham",-29.7974,116.5539,"DPIRD",2021-05-18,12.4,12,0.4,103.3,3.3,6
"LE","Lancelin East",-30.884833,115.407943,"DPIRD",2021-05-18,40.6,31.5,9.1,128.9,28.9,6
"LG","Logue Brook",-32.99347,115.93958,"DPIRD",2021-05-18,44,45.65,-1.65,96.4,-3.6,5
"LK","Lake King",-33.025421,119.800027,"DPIRD",2021-05-18,56.2,12,44.2,468.3,368.3,10
"LR001","Ridley North",-33.168906,121.918862,"DPIRD",2021-05-18,26.6,2.6,24,1023.1,923.1,10
"MA002","Manjimup HRS",-34.299334,116.127309,"DPIRD",2021-05-18,16.8,47.9,-31.1,35.1,-64.9,1
"MA003","Yanmah",-34.225653,116.017767,"DPIRD",2021-05-18,15.6,54.3,-38.7,28.7,-71.3,1
"MB","Mount Barker",-34.634208,117.539373,"DPIRD",2021-05-18,25,27.4,-2.4,91.2,-8.8,5
"MB002","Kendenup West",-34.45003,117.498986,"DPIRD",2021-05-18,14.4,25.1,-10.7,57.4,-42.6,3
"MC001","McAlinden",-33.599765,116.26332,"DPIRD",2021-05-18,55,28.3,26.7,194.3,94.3,8
"MD","Medina",-32.220729,115.807593,"DPIRD",2021-05-18,27,35.6,-8.6,75.8,-24.2,4
"MD001","Mt Madden East",-33.183297,120.08432,"DPIRD",2021-05-18,34,12.3,21.7,276.4,176.4,9
"ME","Merredin",-31.493128,118.226202,"DPIRD",2021-05-18,41.6,11.7,29.9,355.6,255.6,10
"ME002","Merredin NG In",-31.485436,118.220944,"DPIRD",2021-05-18,20.8,11.1,9.7,187.4,87.4,8
"ME003","Merredin NG Out",-31.484965,118.221424,"DPIRD",2021-05-18,39.8,11.1,28.7,358.6,258.6,9
"ME004","Belka East",-31.7285278,118.2979722,"DPIRD",2021-05-18,37,12.15,24.85,304.5,204.5,9
"ME005","Moorine Rock",-31.4139944,119.0341806,"DPIRD",2021-05-18,48.8,10.7,38.1,456.1,356.1,10
"MG001","Magenta",-33.27912,119.16365,"DPIRD",2021-05-18,36.2,11.9,24.3,304.2,204.2,9
"MI","Mingenew",-29.28453,115.391097,"DPIRD",2021-05-18,15.6,20.1,-4.5,77.6,-22.4,5
"MI002","Mingenew NW",-29.151679,115.385086,"DPIRD",2021-05-18,8.8,16.2,-7.4,54.3,-45.7,4
"MK","Muresk",-31.72772,116.69127,"DPIRD",2021-05-18,72.8,15.35,57.45,474.3,374.3,10
"ML001","Warradarge East",-30.039117,115.49881,"DPIRD",2021-05-18,44.4,21.2,23.2,209.4,109.4,8
"MN","Meckering North",-31.405917,117.159128,"DPIRD",2021-05-18,32.6,11,21.6,296.4,196.4,9
"MO","Morawa",-29.220353,115.997377,"DPIRD",2021-05-18,14,12.8,1.2,109.4,9.4,6
"MP","Manypeaks",-34.76794444,118.2245556,"DPIRD",2021-05-18,136.2,27.4,108.8,497.1,397.1,10
"MP002","Munglinup",-33.78222,120.813056,"DPIRD",2021-05-18,37,24.8,12.2,149.2,49.2,10
"MR001","Wilyabrup",-33.7919,115.06367,"DPIRD",2021-05-18,62.6,59.2,3.4,105.7,5.7,6
"MR002","Margaret River",-33.971865,115.105013,"DPIRD",2021-05-18,58.4,54.8,3.6,106.6,6.6,6
"MS001","Mayanup South",-34.030905,116.512452,"DPIRD",2021-05-18,20.4,29.8,-9.4,68.5,-31.5,3
"MU","Mullewa",-28.588141,115.446142,"DPIRD",2021-05-18,8.8,9.4,-0.6,93.6,-6.4,5
"MU001","Mukinbudin",-30.9187,118.2506,"DPIRD",2021-05-18,63.6,7.9,55.7,805.1,705.1,10
"MU002","Pindar South",-28.537305,115.781629,"DPIRD",2021-05-18,6.8,13,-6.2,52.3,-47.7,1
"MX001","Milyeannup",-34.250121,115.447536,"DPIRD",2021-05-18,50.6,52.5,-1.9,96.4,-3.6,5
"MY","Myalup",-33.095181,115.718887,"DPIRD",2021-05-18,39,45.25,-6.25,86.2,-13.8,5
"MZ","Moora",-30.659595,116.00015,"DPIRD",2021-05-18,15.4,17.65,-2.25,87.3,-12.7,5
"MZ002","Moora NW",-30.612997,115.897434,"DPIRD",2021-05-18,13,17.9,-4.9,72.6,-27.4,4
"NA001","Narrogin",-32.92622,117.07455,"DPIRD",2021-05-18,61,19.4,41.6,314.4,214.4,10
"NA003","Narrikup",-34.759399,117.893904,"DPIRD",2021-05-18,62.6,29,33.6,215.9,115.9,10
"NB001","Narembeen",-32.10805,118.40635,"DPIRD",2021-05-18,40.4,11.4,29,354.4,254.4,10
"NB002","Mt Walker",-32.055417,118.81817,"DPIRD",2021-05-18,61.8,11.3,50.5,546.9,446.9,10
"NE","Newdegate",-33.112956,118.839964,"DPIRD",2021-05-18,36.4,14.2,22.2,256.3,156.3,9
"NL001","Northcliffe",-34.653996,116.144368,"DPIRD",2021-05-18,44,65.9,-21.9,66.8,-33.2,3
"NN001","New Norcia",-31.08078,116.19989,"DPIRD",2021-05-18,31,18.95,12.05,163.6,63.6,7
"NO","Northam",-31.651611,116.694194,"DPIRD",2021-05-18,66.8,18.1,48.7,369.1,269.1,10
"NU001","Nannup",-33.937097,115.794999,"DPIRD",2021-05-18,14.2,43.65,-29.45,32.5,-67.5,2
"NU002","Nannup 2 (Carlotta)",-34.0933,115.78282,"DPIRD",2021-05-18,19.4,45.8,-26.4,42.4,-57.6,2
"NW001","Northampton West",-28.300442,114.508197,"DPIRD",2021-05-18,14.8,8.2,6.6,180.5,80.5,10
"NY001","Nyabing",-33.43895,118.2807,"DPIRD",2021-05-18,48.8,17.8,31,274.2,174.2,10
"NY002","Nyabing GRDC",-33.60975,118.1175,"DPIRD",2021-05-18,57.4,17.35,40.05,330.8,230.8,10
"ON001","Ongerup North",-33.816167,118.484433,"DPIRD",2021-05-18,40.8,13.9,26.9,293.5,193.5,10
"ON002","Ongerup GRDC",-33.89915,118.46782,"DPIRD",2021-05-18,41.6,13.9,27.7,299.3,199.3,10
